Card_id,Header,Review,Location,shop
5c9f6508a843690a3015fcd2,avoid like the plague unless you like frustration!!!,Bought a bag for my wife for mother’s day (Sun 31st) to be delivered on the Friday 29th normally if I am not in they will try and deliver later on or the next day. But no not Zalando or DHL they cannot/will not do it till Monday the 1st of April. Because there special or something and good luck trying to navigate dhl annoying website cannot convey how annoyed I am at Zalando and DHL this is the reason why everyone is gravitating towards Amazon because I know them and they know me and if I order something it is there the next day and if I am not in they will leave it somewhere and let me know and I get it everytime will never use this Zalando or DHL ever again.,Britain (UK),Zalando
59971622a64b4105d83563ef,Prefect,"Prefect, arrive on time as always would not shop anywhere else!",Britain (UK),Zalando
60be21eff9f4870a94b85db8,Ordered a package recently,"Ordered a package recently, paid duty fees and all and I have not received it. also customer service is horrendous. I do not recommend. if shein does not find a solution anytime soon i am just going to dispute my bank. I suggest a lot of you do the same. this has caused me a lot of stress and is giving me a headache. I will never been shopping with shein again",Canada,Sheinside
6068c358f85d75087046b9ce,I love wish,I love wish - quality products at a great price  - yoù cannot go wrong  and you still get rewards!!,Canada,Wish
60946ba7f9f4870a7870e3a5,Will use Zalando again,"I would heard about Zalando but had never bought from the website before. Bought some Doc Martens that had sold out everywhere else I would looked. Were the same price as all the other sites. Signed up for the newsletter and got £10 off. Quick delivery, got what I wanted. Happy customer!",Britain (UK),Zalando
57cdb5bd0000ff000984223f,Terrible service and unsecure site,Someone made an order using my email address with this company and the customer service department is both impossible to get in touch with not to mention disregarding of my concerns on a possible identity theft and possible compromising of my credit card information. This is NOT a secure or responsible site and service... if you care about the privacy of your information and security of your financial accounts.,United States,Zalando
60845abdf9f487093ccd9591,Bought I phone from wish it will not…,Bought I phone from wish it will not activate so cannot use also tried on iTunes and get error message so cannot use it and wish will not do nothing about it also found out by Apple the one I got dose not work in UK like they said it would do not use this company,Britain (UK),Wish
5a6b09936116dd0f107d9291,Excellent company,"Easy online ordering, kept informed via email and bag arrived very quickly and was safely packaged (in cardboard box so recyclable).",Britain (UK),Zalando
5fb588b95e693f0a842b1aed,Very happy with Belstaff jumper and the…,Very happy with Belstaff jumper and the service. I will definitely be using them again,Britain (UK),Boozt
60677448f85d75087045274d,Company of thieves,I ordered a five piece canvas among other items on August 22 last year and still have not got it. It said the order failed and they will try again still do not have it. I am not taking this down until I get what I paid for. All of it.,United States,Wish
60a2c83bf9f4870a94a52afe,First time ordering from wish and you do this. Thanks for nothing...,I have never bought anything from the internet until I tried with wish. Now I see why I do not shop online because I ordered 2 things one said it was mailed to my address. Well if it did I did not get it. The other order is still saying it is still at the last location that it was delivered to and it still has yet to be delivered. I have been fighting for a month now and the will not do anything about it. They seem to think they have the right to keep people's stuff and that people are only trying to get something for nothing. Well news flash wish if I wanted something for nothing I would not have paid for my stuff up front. I called the better business Bureaus and reported it so I will see what happens but if you want what you paid for then stay away from wish because they will screw you over and keep your money. Sad that people work hard for their money and we try to spend it with their company and then we turn around and get ripped off. They better realize that even though some people do not have a lot of money some of us are willing to go in debt to take them to court. Might sound dumb but if it proves the point heck with it I will pay the cost to go to court just to get my petty $40 back. Unprofessional and full of lies. Wish is a company full of thieves. Hey wish YOU SUCK. GIVE US OUR MONEY BACK. smh thumbs down for wish,United States,Wish
6074cef8f85d750870589af7,I like the products.will be ordering…,I like the products.will be ordering more.,United States,Wish
5eeccb687dd753032470bd50,Taking money when the products are out of stock!,"I ordered a bag yesterday and received email confirmation of my order, saying that the parcel would be here in 3/5 days. I have now just received a second email saying that my order has been cancelled because the product I ordered is out of stock! Are you joking? Why would you keep the item on the website and take money from people knowing that they are not going to get what they ordered! You need to make sure that the products you are selling are in stock before you advertise them! So disappointed, is not the first bad experience I have had with the company either. Would avoid at all costs!! Hoping I get my money back now aha",Britain (UK),Zalando
